Title,Author,PublishedAt,Description,URL
Elon Musk Expands His Grudge Against OpenAI to Include Microsoft,Matthew Gault,2024-11-15T16:00:53Z,The new lawsuit includes a detailed list of the ways OpenAI CEO Sam Altman manipulated the world's richest man.,https://gizmodo.com/elon-musk-expands-his-grudge-against-openai-to-include-microsoft-2000525014
Microsoft and My Tinfoil Journey,Robert Ross,2024-11-16T22:48:39Z,Either Microsoft support is wildly incompetent or there's a large scale fraud operation going on.,https://www.bobbytables.io/p/microsoft-and-my-tinfoil-journey
"Microsoft Corporation (MSFT) AI Chief Predicts 2025 Breakthrough in Persistent Memory, Paving Way for Transformative AI Interactions",,2024-11-09T03:55:27Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a9e3a467-f5cd-4957-a385-30e5b018b008
Visual Basic 6 IDE recreated in C#,BAndysc,2024-11-14T21:47:54Z,A recreation of the classic Visual Basic 6 IDE and language in C# with Avalonia - BAndysc/AvaloniaVisualBasic6,https://github.com/BAndysc/AvaloniaVisualBasic6
Mozilla's Firefox browser turns 20. Does it still matter?,Thomas Claburn,2024-11-13T15:34:13Z,"A former exec believes in the non-profit's mission, says the battle lines have changed
Mozilla's Firefox browser clocked its second decade over the weekend, an event celebrated by Mozilla Corporation CEO Laura Chambers.…",https://www.theregister.com/2024/11/13/mozillas_firefox_browser/
Windows 11's market share hits all-time high — Microsoft's $30 extended support charge beyond Windows 10's imminent death won't cut it,kevinokemwa@outlook.com (Kevin Okemwa),2024-11-07T14:55:32Z,"A new report indicates Windows 11's market share hit 35.55% in October 2024. Still, Windows 10 continues to dominate the category with 60.97% of the market share.",https://www.windowscentral.com/software-apps/windows-11/windows-11s-market-share-hits-all-time-high-microsofts-usd30-extended-support-charge-beyond-windows-10s-imminent-death-wont-cut-it
"Arm vs. Qualcomm legal battle threatens the future of Copilot+ PCs as Microsoft pays CEO astronomical amount and Salesforce CEO calls Copilot a ""flop""",sean.endicott@futurenet.com (Sean Endicott),2024-10-27T13:33:29Z,"Tech giants continue to battle, and everyday consumers may be the ones to suffer.",https://www.windowscentral.com/microsoft/arm-vs-qualcomm-legal-battle-threatens-the-future-of-copilot-pcs-as-microsoft-pays-ceo-astronomical-amount-and-salesforce-ceo-calls-copilot-a-flop
Microsoft announces Azure AI Foundry,breakingthenews.net,2024-11-19T15:07:46Z,"Microsoft Corporation revealed on Tuesday another novelty at its ""Microsoft Ignite"" event, more specifically an application server called the Azure AI Foundry.According to the company's CEO, Satya Nad...",https://biztoc.com/x/8c8e9a96c11a6ac5
Throwing shade: Microsoft accuses Google of ‘shadow campaigns’ in the EU,Michael Crider,2024-10-29T14:40:29Z,"The European Union can be a tough regulatory arena, especially for American tech megacorps. But according to a Microsoft lawyer, Google has been manipulating regulators by creating an “astroturf” group of cloud providers to lobby against Microsoft specificall…",https://www.pcworld.com/article/2504058/microsoft-accuses-google-of-shadow-campaigns-in-the-eu.html
"Amazon, Apple, Google, Meta, and Microsoft earnings, a big jobs report: What to watch in the markets this week",Vinamrata Chaturvedi,2024-10-27T09:00:00Z,"This week promises to be exceptionally busy, with a blend of financial updates and festive celebrations. Investors are bracing for a flurry of major earnings reports, providing a crucial snapshot of how various sectors are navigating the current economic land…",https://qz.com/amazon-apple-google-meta-microsoft-earnings-stock-marke-1851681595
Can it run Doom? My journey through hell to discover why the answer is always ‘yes’,Jacob Roach,2024-11-17T15:00:58Z,Under a blanket of memes and enthusiast hacking projects lies a decades-long story of how Doom became one of the most ported games ever.,https://www.digitaltrends.com/computing/can-it-run-doom/
Microsoft Edge's Game Assist wants to reinvent the Steam in-game browser,Alfonso Maruccia,2024-11-25T14:18:00Z,"The Redmond corporation said that the newly introduced Edge Game Assist is the first in-game tool designed to offer a ""rich"" gaming-centric browser experience. Now available in preview form, Edge Game Assist is a new feature linked to the Game Bar overlay tha…",https://www.techspot.com/news/105706-microsoft-tries-reinvent-steam-game-browser-edge-game.html
Microsoft Corporation (MSFT)-Backed OpenAI Reportedly Developing AI-Integrated Web Browser to Rival Google Chrome,Usman Kabir,2024-11-25T09:17:58Z,"We recently compiled a list of the 15 AI Stocks Trending on Financial Media. In this article, we are going to take a look at where Microsoft Corporation...",https://finance.yahoo.com/news/microsoft-corporation-msft-backed-openai-091758124.html
The Dow jumps 300 points as a bad job report has the Fed on track to cut interest rates,Vinamrata Chaturvedi,2024-11-01T13:50:00Z,"The Dow Jones Industrial Average shot higher Friday morning, following a day of steep declines that were largely driven by strong tech earnings that nevertheless spooked investors worried about companies’ huge AI spending.Read more...",https://qz.com/djia-sp500-nasdaq-jobs-report-fed-interest-rate-cuts-1851687171
"Microsoft Corporation (MSFT) Unveils New AI Products and Features at Ignite, CEO Satya Nadella Highlights Rapid AI Investment Growth",Usman Kabir,2024-11-24T02:05:57Z,"We recently compiled a list of the 15 AI Stocks Making Waves on Wall Street. In this article, we are going to take a look at where Microsoft Corporation...",https://finance.yahoo.com/news/microsoft-corporation-msft-unveils-ai-020557781.html
"Nvidia is working on Arm processors for Windows, according to report",Michael Crider,2024-11-01T14:13:19Z,"You might not know it, but Nvidia builds a lot of Arm processors. In addition to its self-branded and much-loved SHIELD set-top boxes, it makes the Tegra heart of every Nintendo Switch, now over 140 million of them as its generation winds down.




According…",https://www.pcworld.com/article/2508339/report-nvidia-is-working-on-arm-cpus-for-windows.html
Oracle Corporation (ORCL) Expands Partnership with Microsoft to Boost Cloud Integration and Database Services Across Azure,,2024-11-20T22:24:10Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_04c429c7-e5e5-4b17-a899-810d197d3f46
Microsoft Corporation (NASDAQ:MSFT): Among the Best Metaverse Stocks To Buy According to Hedge Funds,,2024-11-15T20:07:12Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8bcca6d5-8cde-42e6-b68e-c2c70633f596
Microsoft is a Leader in Gartner Magic Quadrant for Cloud Application Platform,Scott Hunter,2024-11-12T16:00:00Z,"We are excited to share that Microsoft has been recognized as a Leader in the inaugural Gartner® Magic Quadrant™ for Cloud Application Platform. In this report, Gartner placed Microsoft furthest in Completeness of Vision.  Microsoft Azure’s comprehensive clou…",https://azure.microsoft.com/en-us/blog/microsoft-is-a-leader-in-gartner-magic-quadrant-for-cloud-application-platform/
C3 AI and Microsoft Expand Partnership to Drive Enterprise AI Adoption,Faizan Farooque,2024-11-19T17:27:59Z,C3 AI and Microsoft have strengthened their partnership to accelerate enterprise AI adoption on Microsoft Azure,https://finance.yahoo.com/news/c3-ai-microsoft-expand-partnership-172759909.html
A century-old land owner has seen its stock soar almost 200% this year amid a scramble for AI data centers,kcloonan@insider.com (Kelly Cloonan),2024-11-25T19:10:10Z,Investors are betting Texas Pacific Land Corp.'s huge swath of land will be key for tech giants looking for space and cheap energy to power AI data centers.,https://markets.businessinsider.com/news/stocks/texas-pacific-land-stock-ai-data-center-demand-natural-gas-2024-11
The Two Factions of C++,Mond,2024-11-24T23:21:36Z,"The dream of a single dialect-free C++ has probably been dead for many years, anyway.",https://herecomesthemoon.net/2024/11/two-factions-of-cpp/
"Microsoft has had enough of your alt-tabbing ways, and now Edge wants to be your default in-game browser",Rich Stanton,2024-11-25T14:23:22Z,Game Assist does lot of stuff you can basically already do. But with Edge.,https://www.pcgamer.com/gaming-industry/microsoft-has-had-enough-of-your-alt-tabbing-ways-and-now-edge-wants-to-be-your-default-in-game-browser/
Tevogen Bio Partners with Microsoft Corporation (MSFT) to Leverage Advanced AI Tools for Biotech Research in Healthcare,,2024-11-11T01:18:44Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e4a25db4-53a3-4339-a353-7b7b828d7dda
"Microsoft Corporation (MSFT)-Backed AI Startup d-Matrix Ships First AI Chip, Aiming to Revolutionize User Interactions",,2024-11-24T16:26:18Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ae07a5e8-0c29-4e4a-af8a-5ad5e7526144
"Microsoft Lays Out Bitcoin Investments Proposal, Urges Shareholders to Vote",Rida Fatima,2024-10-26T00:06:14Z,"Microsoft’s giant technology company is considering diversifying its investment moves and recently proposed a Bitcoin proposal.  Shareholders will vote on this proposal in its upcoming shareholders meeting on December 10....
The post Microsoft Lays Out Bitcoi…",https://techreport.com/crypto-news/microsoft-lays-out-bitcoin-investments-proposal-urges-shareholders-to-vote/
"Dividend Investor Earning $9,495 Per Month Regrets Not Focusing on Dividends Sooner, Shares His 10 Stock, ETF Picks",Deidre Woollard,2024-11-03T16:00:13Z,Major technology stocks like Meta Platforms and Microsoft fell after their latest earnings as Wall Street was spooked by their mounting expenses and AI...,https://finance.yahoo.com/news/dividend-investor-earning-9-495-160013510.html
Canadians could cash in on class-action lawsuit against gaming and tech firms,Irish Mae Silvestre,2024-11-19T13:22:48Z,"Several major gaming and tech companies like Google, Microsoft, and Electronic Arts could face a potential class-action lawsuit for allegedly causing players to become addicted.
Canadian law firm Consumer Law Group (CLG) said in a notice that it's investigat…",https://www.blogto.com/tech/2024/11/canadians-class-action-lawsuit-gaming-tech-firms/
"Phil Spencer says Microsoft's PC-heavy lineup this year is 'historical' and an 'anomaly', so don't get used to it",Rich Stanton,2024-11-14T17:45:13Z,"""We want our games playable across as many screens as possible.""",https://www.pcgamer.com/games/phil-spencer-says-microsofts-pc-heavy-lineup-this-year-is-historical-and-an-anomaly-so-dont-get-used-to-it/
FromSoftware's parent company confirms that Sony is looking to buy it out,andy.chalk@pcgamer.com (Andy Chalk),2024-11-20T20:29:24Z,"""No decision has been made at this time,"" but a letter of intent has been received and that means the wheels are turning.",https://www.pcgamer.com/gaming-industry/fromsoftwares-parent-company-confirms-that-sony-is-looking-to-buy-it-out/
Finnish firm's nanocoating could make your next laptop smudge-free,Zo Ahmed,2024-11-18T13:48:00Z,"The technology in question is a proprietary polysiloxane nanocoating formulation developed by Optitune. This ultra-thin, invisible layer can be applied to surfaces such as metal, glass, and plastics, enhancing device resilience against scratches, smudges, and…",https://www.techspot.com/news/105616-finnish-firm-nanocoating-could-make-next-laptop-smudge.html
Nvidia Dethrones Apple As World's Most Valuable Company,Shreyashi Chakraborty,2024-11-06T12:05:01Z,"With a $3.42 trillion market capitalization, Nvidia overtakes Apple as the most valuable publicly traded corporation in the world. Its extraordinary growth is driven by its supremacy in the AI and GPU markets.",https://www.ibtimes.com/nvidia-dethrones-apple-worlds-most-valuable-company-3749777
Google may be forced to sell its Chrome browser due to monopoly complaints — potential $20 billion sale if approved by a judge,mc@matthewconnatser.net (Matthew Connatser),2024-11-19T15:54:01Z,Google accuses the Department of Justice of having a ‘radical agenda’ in response to a report that claims a forced sell-off of Chrome is on the table.,https://www.tomshardware.com/software/google-chrome/google-may-be-forced-to-sell-its-chrome-browser-due-to-monopoly-complaints-potential-usd20-billion-sale-if-approved-by-a-judge
These alternatives to popular apps can help reclaim your online life from billionaires and surveillance,Zack Whittaker and Devin Coldewey,2024-11-24T14:05:55Z,"As ownership and governance of apps and online services consolidate, it's understandable if you want to consider your options when it comes to where you...",https://techcrunch.com/2024/11/24/these-alternatives-to-popular-apps-can-help-reclaim-your-online-life-from-billionaires-and-surveillance/
Occidental And Warren Buffet Shoot For The Moon In The Permian Basin,"Ian Dexter Palmer, Ph.d., Contributor, 
 Ian Dexter Palmer, Ph.d., Contributor
 https://www.forbes.com/sites/ianpalmer/",2024-11-04T02:37:42Z,"Oxy and Buffet are putting good money into DAC and CCS, and the company is confident, but worldwide deployment of CCS seems too expensive for oil and gas consumers.",https://www.forbes.com/sites/ianpalmer/2024/11/03/occidental-and-warren-buffet-shoot-for-the-moon-in-the-permian-basin/
